,id,qid1,qid2,Clean_q1_lem,Clean_q2_lem,is_duplicate,q1_len,q2_len,q1_num_words,q2_num_words,word_common,word_total,word_share,cwc_min,cwc_max,csc_min,csc_max,ctc_min,ctc_max,last_word_eq,first_word_eq,abs_len_diff,mean_len,longest_substr_ratio,fuzz_ratio,fuzz_partial_ratio,token_sort_ratio,token_set_ratio
164049,164049,255008,255009,what are the usage statistics on siri,what is the usage statistics of google inbox,0,37,44,7,8,4,15,0.27,0.49998750031249223,0.3999920001599968,0.49997500124993743,0.3333222225925802,0.4285653062099113,0.4285653062099113,0,0,0,7.0,0.5897435897435898,72,74,78,81
239716,239716,21243,184643,what are the best foods and or diet plan for weight gain,what natural foods are best for weight gain,1,56,43,12,8,7,20,0.35,0.8333194446759221,0.6249921875976551,0.9999500024998749,0.6666444451851604,0.874989062636717,0.636357851292261,1,1,3,9.5,0.37777777777777777,69,66,77,90
26923,26923,50051,50052,in economic terms  what is  consumption,what is logic in simple terms  and how can it be related to economics,0,39,69,8,15,5,22,0.23,0.0,0.0,0.49997500124993743,0.14285510206997043,0.1666638889351844,0.07142806122813408,0,0,8,10.0,0.21428571428571427,22,41,53,60
379546,379546,511078,380426,how does a digital clock in cars or in any vehicles show correct time even the vehicle s engine is turned off,is it bad for my car when i accidentally turn off the engine without putting the car into park,0,109,94,22,19,4,38,0.11,0.09999900000999991,0.08333263889467588,0.14285510206997043,0.14285510206997043,0.1052626038810322,0.09999950000249999,0,0,1,19.5,0.08333333333333333,32,32,46,48
187706,187706,286028,286029,why is everyone obsessed with trump,why is everyone in india so obsessed with donald trump s win in the election,0,35,76,6,15,6,20,0.3,0.7499812504687383,0.37499531255859303,0.9999500024998749,0.3999920001599968,0.8333194446759221,0.35714030614067044,0,1,8,10.0,0.43243243243243246,63,67,63,100
293373,293373,415119,415120,how can i stop thinking about my ex with another person,how can i stop thinking of a person,0,55,35,11,8,6,19,0.32,0.999980000399992,0.7142755103498521,0.3333222225925802,0.24999375015624611,0.7499906251171861,0.545449586821938,1,1,3,9.5,0.6486486486486487,76,78,73,92
157369,157369,136787,246094,how can i best educate myself about the venture capital industry,what are the best resources to learn about venture capital,1,64,58,11,10,5,21,0.24,0.3333277778703688,0.28571020413994086,0.49998750031249223,0.49998750031249223,0.39999600003999963,0.363633057881292,0,0,1,10.5,0.26666666666666666,59,58,59,68
3196,3196,6336,6337,who is best lingerie online shopping store in india,how can i find best online shopping stores in india,0,51,51,9,10,5,19,0.26,0.4285653062099113,0.37499531255859303,0.49997500124993743,0.49997500124993743,0.4444395062277086,0.39999600003999963,0,0,1,9.5,0.41509433962264153,78,79,69,78
322154,322154,447937,447938,how do i make a virtual pro on fifa 16  and how do you play as the pro be a pro,how can i install a real linux distro  not a virtual one  on a macbook pro,0,79,74,22,18,7,32,0.22,0.272724793410969,0.272724793410969,0.6666444451851604,0.28571020413994086,0.31249804688720695,0.24999875000624996,0,1,4,18.0,0.14473684210526316,44,41,52,59
68021,68021,117619,117620,what is the difference between love and liking,what is the difference between love and true love,0,46,49,8,9,7,16,0.44,0.49998750031249223,0.3999920001599968,0.9999750006249845,0.9999750006249845,0.7499906251171861,0.6666592593415629,0,1,1,8.5,0.6458333333333334,86,85,86,94
264929,264929,381802,381803,what are the four hemispheres of the earth  how do they differ from one another,what are the hemispheres of the earth  how do they differ,1,79,57,16,12,11,26,0.42,0.5999880002399952,0.37499531255859303,0.999980000399992,0.8333194446759221,0.727266115762584,0.5333297778014814,0,1,4,13.0,0.4067796610169492,84,90,84,100
382450,382450,514300,514301,is working on appzillon  i exceed   a good career choice,is being an seo expert a good career choice,0,56,43,13,9,5,20,0.25,0.6666555557407376,0.5714204082798817,0.49997500124993743,0.3333222225925802,0.5555493827846357,0.5555493827846357,1,1,0,9.0,0.4888888888888889,71,66,69,70
345763,345763,297794,158589,how do i really study,how do i study without studying,0,21,31,5,6,4,11,0.36,0.3333222225925802,0.1999960000799984,0.9999000099990001,0.49997500124993743,0.3999920001599968,0.3333277778703688,0,1,1,5.5,0.30434782608695654,62,59,62,80
324636,324636,450758,450759,bali or phuket  male travelers  looking for best beaches  nightlife and fun,is it worth upgrading from the bose qc25 to the qc35,0,75,52,15,11,0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,11.5,0.09259259259259259,35,34,29,28
39857,39857,72201,60268,why am i stupid,why am i so stupid,1,15,18,4,5,4,9,0.44,0.9999666677777407,0.9999666677777407,0.9999000099990001,0.49997500124993743,0.9999750006249845,0.7999840003199936,1,1,1,4.5,0.5882352941176471,91,81,91,100
175583,175583,270318,270319,how can i be stylish if i am a short guy,how good your internet connection should be to stream netflix in india,0,40,70,11,12,2,22,0.09,0.1999960000799984,0.14285510206997043,0.1999960000799984,0.1999960000799984,0.181816528940646,0.16666527778935175,0,1,1,11.5,0.09523809523809523,31,35,47,44
82187,82187,139426,139427,what are job profiles offered after ms in computer science in usa,what job profile does a student get after completing an ms in computer science from the us,1,65,90,12,17,7,28,0.25,0.37499531255859303,0.2999970000299997,0.6666444451851604,0.28571020413994086,0.4166631944733794,0.29411591696519435,0,1,5,14.5,0.1791044776119403,68,55,67,75
282843,282843,143985,402860,what is space vector,what is linear vector space,0,20,27,4,5,4,9,0.44,0.3333222225925802,0.24999375015624611,0.9999000099990001,0.9999000099990001,0.49998750031249223,0.3999920001599968,0,1,1,4.5,0.36363636363636365,68,76,85,100
395915,395915,528941,528942,what is post doctoral research,what are the main differences between post doctoral research and ph d  research,0,30,79,5,14,4,18,0.22,0.49998750031249223,0.28571020413994086,0.0,0.0,0.3999920001599968,0.181816528940646,1,1,6,8.0,0.53125,55,74,54,95
63235,63235,63060,52939,what are the best reference books for learning java,what are the best books to learn java,1,51,37,9,8,6,17,0.35,0.7999840003199936,0.6666555557407376,0.6666444451851604,0.6666444451851604,0.7499906251171861,0.6666592593415629,1,1,1,8.5,0.46153846153846156,82,68,77,86
83515,83515,106150,34062,where can i get high quality promotional self adhesive sticker printing services in australia,where can i get best services for sticker printing in australia,1,93,63,14,11,9,25,0.36,0.874989062636717,0.636357851292261,0.9999500024998749,0.6666444451851604,0.818174380232907,0.69230236690487,1,1,2,12.0,0.27692307692307694,67,59,69,92
276480,276480,395438,395439,what does it mean when you see a tweet has been  favorited   but when you click on  favorited   it says  no user,if i favorite a tweet on twitter  will it appear in the timelines of my followers,0,112,81,29,17,5,36,0.14,0.124998437519531,0.11110987655692715,0.37499531255859303,0.33332962967078145,0.24999843750976558,0.18181735537565738,0,0,6,19.0,0.12048192771084337,33,44,45,44
63164,63164,109967,109968,have you heard of sgs group  china   our buyer of crude oil wants to appoint it to inspect his shipment on the destination port in china,what are some romance novels for 18 year olds that are not young adult,0,136,70,29,14,0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,14,19.0,0.05555555555555555,12,25,24,26
9560,9560,18568,18569,should i vote for trump so clinton is not elected,why do you vote for trump,1,49,25,10,6,3,16,0.19,0.3333222225925802,0.1666638889351844,0.3333222225925802,0.24999375015624611,0.3333277778703688,0.19999800001999982,0,0,4,8.0,0.5555555555555556,49,69,43,72
12120,12120,23373,20100,how can i earn money through a facebook page,how can one earn money with a facebook page,1,44,43,9,9,7,18,0.39,0.8333194446759221,0.8333194446759221,0.6666444451851604,0.6666444451851604,0.7777691358984901,0.7777691358984901,1,1,0,9.0,0.4,87,86,85,88
105746,105746,3541,174315,what can i do to help the situation in aleppo,how can i help the people of aleppo,1,45,35,10,8,5,18,0.28,0.5999880002399952,0.5999880002399952,0.6666444451851604,0.3999920001599968,0.6249921875976551,0.4999950000499995,1,0,2,9.0,0.2702702702702703,65,63,60,75
305263,305263,428624,428625,why is my girlfriend not jealous of me but of normal friends she has for a long time  without any sexual relation,who is your harry potter notp  canon or not  and why,0,113,52,23,13,4,34,0.12,0.0,0.0,0.24999375015624611,0.090908264470323,0.090908264470323,0.045454338843914345,0,0,11,16.5,0.07407407407407407,23,34,33,38
167447,167447,246772,259600,how do i regain confidence,what are the ways to regain one s self confidence,1,26,49,5,10,2,15,0.13,0.49998750031249223,0.3333277778703688,0.0,0.0,0.3999920001599968,0.2222197531138543,1,0,4,7.0,0.42857142857142855,53,59,51,79
351759,351759,207838,480629,how do you find meaning in what you do with your life,what do you think about finding meaning in life,1,53,47,12,9,6,19,0.32,0.49998750031249223,0.3999920001599968,0.7499812504687383,0.49999166680555324,0.5555493827846357,0.4166631944733794,1,0,3,10.5,0.24489795918367346,58,54,68,75
298457,298457,420954,420955,how does vinegar reduce inflammation,how do you reduce inflammation,0,36,30,5,5,3,10,0.3,0.9999666677777407,0.7499812504687383,0.0,0.0,0.5999880002399952,0.5999880002399952,1,1,0,5.0,0.65625,82,71,82,87
169888,169888,43126,67787,what are the bitter truths of going to germany for ms as an indian student,what are the bitter truths of going to germany norway for ms as an indian,1,74,73,15,15,14,30,0.47,0.7142755103498521,0.6249921875976551,0.999985714489793,0.999985714489793,0.857136734737609,0.799994666702222,0,1,1,14.5,0.6133333333333333,90,89,90,95
259515,259515,13184,29281,how much time will spotify take to land in india,daniel ek  why is spotify not available in india,1,48,48,10,10,3,20,0.15,0.1666638889351844,0.14285510206997043,0.3333222225925802,0.3333222225925802,0.2222197531138543,0.19999800001999982,1,0,1,9.5,0.2,56,54,44,51
20550,20550,38766,29718,how do i make quora feed interesting,how do i personalize my quora feed,0,36,34,7,7,5,14,0.36,0.5999880002399952,0.49999166680555324,0.9999000099990001,0.49997500124993743,0.5714204082798817,0.5714204082798817,0,1,0,7.0,0.3055555555555556,60,60,71,72
3460,3460,6858,6859,why do indians get so few medals in the olympics compared to china,why india has few medals in the olympic table when compared to chinese and rest of the world in terms of their population,1,66,121,13,23,7,33,0.21,0.4285653062099113,0.272724793410969,0.6666555557407376,0.4444395062277086,0.5384573964815655,0.304346502841292,0,1,10,18.0,0.27941176470588236,58,76,60,67
110336,110336,180919,180920,i have done my masters in physics  i want to pursue some course in geophysics in some foreign university  how and where can i apply,what is baba ramdev doing with all the money he is earning from patanjali,0,131,73,27,14,0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,11,19.5,0.04,28,28,29,28
250621,250621,364561,47853,what are binary stars  how long do they live,what are binary stars,1,44,21,10,4,4,14,0.29,0.9999666677777407,0.49999166680555324,0.9999000099990001,0.3333222225925802,0.9999750006249845,0.4444395062277086,0,1,5,6.5,0.9565217391304348,65,100,66,100
287620,287620,408428,408429,why do people decorate their houses on christmas,where can i buy cheap but cool christmas decorations in delhi,0,48,61,8,11,1,19,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,9.5,0.2,35,39,46,46
373643,373643,85165,17135,how do i lose weight ayurvedically,how do i actually lose weight,1,34,29,6,6,5,12,0.42,0.5999880002399952,0.5999880002399952,0.9999000099990001,0.9999000099990001,0.6666555557407376,0.6666555557407376,0,1,0,6.0,0.3870967741935484,63,67,86,86
68429,68429,100694,118257,how do i see a saved wifi password,how do you see a saved wifi password,1,34,36,8,8,7,16,0.44,0.999980000399992,0.8333194446759221,0.9999500024998749,0.6666444451851604,0.874989062636717,0.874989062636717,1,1,0,8.0,0.75,94,91,91,97
128151,128151,206148,206149,any programmable device that can be used for run walk tracking,do most people usually not have conscious awareness,0,62,51,11,8,0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,9.0,0.07547169811320754,28,28,30,30
114704,114704,187194,187195,if the queen of the united kingdom dies  would all uk passports have to be rewritten,if the queen of the united kingdom dies  what would the national anthem be,0,84,74,17,15,10,29,0.34,0.6666592593415629,0.6666592593415629,0.6666444451851604,0.3333277778703688,0.5714244898250727,0.49999687501953116,0,1,2,15.0,0.5526315789473685,72,75,67,81
101291,101291,126591,167826,what are some organizations that help poor students in india,foreign students pay more for an english university education  why do not english universities help poor foreign students by halving fees and doubling the number of foreign students  and should not a higher percentage of foreign students be non white,0,60,250,10,42,3,41,0.07,0.49999166680555324,0.14999925000374997,0.0,0.0,0.2999970000299997,0.08108086194361636,0,0,27,23.5,0.1774193548387097,2,51,3,46
100817,100817,13746,167147,how do i seduce a girl,what are the best ways to seduce someone,1,22,40,6,8,1,14,0.07,0.24999375015624611,0.1999960000799984,0.0,0.0,0.1666638889351844,0.124998437519531,0,0,2,7.0,0.3333333333333333,32,49,29,43
331228,331228,199665,386058,what is the average salary in india,what are the average salaries and wages in india,1,35,48,7,9,5,16,0.31,0.49998750031249223,0.3999920001599968,0.6666444451851604,0.49998750031249223,0.5714204082798817,0.4444395062277086,0,1,2,8.0,0.4864864864864865,77,75,75,83
210782,210782,18954,13113,how do i speak english fluently in half a year,how to speak english fluently,1,46,29,10,5,4,15,0.27,0.49999166680555324,0.4285653062099113,0.0,0.0,0.49999166680555324,0.2999970000299997,0,1,4,8.0,0.46875,75,87,72,95
373302,373302,504074,504075,how can i change karma,how do you break the cycle of karma,1,22,35,5,8,2,13,0.15,0.49998750031249223,0.49998750031249223,0.0,0.0,0.3999920001599968,0.249996875039062,1,1,3,6.5,0.2916666666666667,53,43,49,58
404220,404220,507354,407108,what book should you read before you die,can anyone enlist the  must read  books before you die,1,40,54,8,12,4,18,0.22,0.24999375015624611,0.14285510206997043,0.6666444451851604,0.6666444451851604,0.37499531255859303,0.2999970000299997,1,0,2,9.0,0.38095238095238093,49,69,57,69
271308,271308,389365,221403,why is science without religion lame,what did einstein mean when he said   science without religion is lame  religion without science is blind   and do you agree with him,0,36,133,6,28,5,26,0.19,0.5999880002399952,0.23076745563495665,0.9999000099990001,0.14285510206997043,0.6666555557407376,0.17391228733788114,0,0,17,14.5,0.631578947368421,41,78,43,94
114969,114969,187557,187558,how do i find a tantric massage place in chennai,how are body to body massage services in chennai different from the ones available in thailand,0,48,94,10,16,4,24,0.17,0.28571020413994086,0.2222197531138543,0.3333222225925802,0.24999375015624611,0.2999970000299997,0.21428418368440225,0,1,4,12.0,0.22,42,59,51,63
378723,378723,138715,108818,would it be possible  in theory  that the electoral college does not nominate trump as potus,does the electoral college have to vote for donald trump,1,92,56,18,10,5,27,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,13.0,0.15517241379310345,49,63,56,73
